X,Y,lat,lon,population_density,road_density,time,flood_prob,risk_class,dist2,Slope_UTM,TWI_UTM,Flowlog_UT,RiverDist_,RiverDC_UT,DEMC_UTM,population_density_static,road_density_static,lat_static,lon_static,flood_mask,cell_area_m2,pop_cell,road_cell
561774.824995556,2078062.16913302,18.793332110223364,105.58620672676372,0.18824,0.0067,2026-01-09 03:00:00,0.0,Thấp,5.037240977824698e-06,1.27233,5.5093,0.30698,75.51437,22.24656,6.0,0.18824,0.0067,18.793332110223364,105.58620672676372,0,5.703903512956427,1.0737027972789177,0.038216153536808066
561762.130755272,2077877.53924723,18.79166391197896,105.58608049729104,0.72342,0.00718,2026-01-09 03:00:00,0.1653891988905384,Thấp,9.840585390762303e-06,1.00758,8.97093,1.114,107.87766,17.00988,5.0,0.72342,0.00718,18.791663911978958,105.58608049729105,0,5.703903512956427,4.126317879342938,0.04095402722302714
561854.323494922,2077872.86225711,18.79161889655972,105.5869551631353,1.07555,0.00878,2026-01-09 03:00:00,0.0232558139534883,Thấp,6.724117721622696e-06,1.61314,5.87984,0.21702,204.96756,11.89796,6.0,1.07555,0.00878,18.791618896559722,105.5869551631353,0,5.703903512956427,6.134833423360285,0.05008027284375743
562126.087067076,2078374.22490529,18.796141790960124,105.58954968362676,0.0,0.00735,2026-01-09 03:00:00,0.0,Thấp,6.944801455721954e-06,1.50327,5.96409,0.3095,58.0939,25.13823,5.0,0.0,0.00735,18.796141790960124,105.58954968362676,0,5.703903512956427,0.0,0.04192369082022974
562125.261740935,2078033.95320317,18.79306664271775,105.58953114787734,1.50723,0.01083,2026-01-09 03:00:00,0.0155038759689922,Thấp,1.7493843918657477e-06,1.76881,6.94329,0.3906,198.91658,12.99155,6.0,1.50723,0.01083,18.79306664271775,105.58953114787734,0,5.703903512956427,8.597094491833316,0.0617732750453181
562120.778802275,2078199.29813491,18.794561066158824,105.58949380985608,0.31443,0.00935,2026-01-09 03:00:00,0.7522747005927711,Cao,1.8091047610224375e-06,1.44064,9.29547,0.95662,120.61089,20.63979,2.0,0.31443,0.00935,18.794561066158824,105.58949380985608,1,5.703903512956427,1.7934783815788893,0.0533314978461426
562073.08070444,2077839.72243519,18.791312862659897,105.5890298968322,1.29676,0.012,2026-01-09 03:00:00,0.0,Thấp,6.4052088976717595e-06,0.43751,6.8695,0.38462,279.85886,5.05653,6.0,1.29676,0.012,18.791312862659897,105.58902989683219,0,5.703903512956427,7.396593919461376,0.06844684215547713
562064.530595614,2078284.97230734,18.795337022657503,105.58896275706952,0.00533,0.00858,2026-01-09 03:00:00,0.215199034576417,Thấp,2.7741526808850896e-06,0.92943,10.58735,0.0,84.25515,24.34108,2.0,0.00533,0.00858,18.795337022657506,105.58896275706952,0,5.703903512956427,0.030401805724057755,0.04893949214116615
562051.423301489,2078028.40287562,18.793018692836945,105.58883031876329,1.42553,0.01065,2026-01-09 03:00:00,0.0133333333333333,Thấp,7.366653039959185e-07,1.20097,8.76912,0.85771,198.33069,12.58788,6.0,1.42553,0.01065,18.793018692836945,105.58883031876329,0,5.703903512956427,8.131085574824775,0.06074657241298595
562140.215241476,2078187.78749336,18.794456457475416,105.58967788213052,0.31443,0.00935,2026-01-09 03:00:00,0.215199034576417,Thấp,2.0871246952296084e-06,1.44064,9.29547,0.95662,143.92676,20.1129,2.0,0.31443,0.00935,18.794456457475416,105.58967788213052,0,5.703903512956427,1.7934783815788893,0.0533314978461426
562204.463965316,2078159.32656004,18.794197318207548,105.59028664830038,0.3903,0.0095,2026-01-09 03:00:00,0.0288372093023255,Thấp,3.7124379604508577e-06,3.52721,5.9006,0.39552,168.85526,18.60759,7.0,0.3903,0.0095,18.794197318207548,105.59028664830038,0,5.703903512956427,2.226233541106893,0.05418708337308606
562203.25011737,2077918.03678784,18.79201672131546,105.59026753083089,1.56117,0.01173,2026-01-09 03:00:00,0.0,Thấp,6.516230973316479e-06,0.85331,6.87853,0.45822,130.34908,9.27512,6.0,1.56117,0.01173,18.79201672131546,105.59026753083087,0,5.703903512956427,8.904763047322184,0.0669067882069789
562199.219330743,2078184.64460785,18.794426284941007,105.59023767888743,0.24515,0.00923,2026-01-09 03:00:00,0.045169946332737,Thấp,3.780718114323049e-06,3.96953,6.63277,0.54283,179.5442,19.78341,5.0,0.24515,0.00923,18.794426284941007,105.59023767888743,0,5.703903512956427,1.398311946201268,0.05264702942458782
562197.88859723,2078368.75932823,18.79609024371264,105.5902308502088,0.0,0.00701,2026-01-09 03:00:00,0.0232558139534883,Thấp,8.720934166322003e-06,1.6049,6.60795,0.37561,107.87766,23.56044,5.0,0.0,0.00701,18.79609024371264,105.59023085020881,0,5.703903512956427,0.0,0.039984363625824554
562190.169442851,2078253.76799992,18.79505125234333,105.5901539803424,0.02065,0.00858,2026-01-09 03:00:00,0.1957185150958975,Thấp,4.697086937147387e-06,1.59521,7.69576,0.0,192.97743,21.84672,4.0,0.02065,0.00858,18.79505125234333,105.5901539803424,0,5.703903512956427,0.11778560754255023,0.04893949214116615
562032.479125901,2078300.13293857,18.795474994537194,105.58865909202756,0.0,0.00825,2026-01-09 03:00:00,0.1361338502578073,Thấp,2.98234333922323e-06,1.15671,8.68503,0.0,72.36654,24.90219,3.0,0.0,0.00825,18.795474994537194,105.58865909202756,0,5.703903512956427,0.0,0.047057203981890526
561941.430026063,2078087.91041077,18.79355977500457,105.58778845629712,0.58838,0.00963,2026-01-09 03:00:00,0.1432167532918101,Thấp,4.2736371304618e-07,0.91345,10.02692,1.43374,110.01406,17.96443,5.0,0.58838,0.00963,18.79355977500457,105.58778845629712,0,5.703903512956427,3.3560627489533026,0.05492859082977039
561940.327638794,2078285.46489634,18.79534518829947,105.5877841916804,0.0,0.00874,2026-01-09 03:00:00,0.1464075762500749,Thấp,2.8829229565569494e-06,0.80755,6.94697,0.0,21.57553,24.9689,3.0,0.0,0.00874,18.79534518829947,105.5877841916804,0,5.703903512956427,0.0,0.04985211670323917
561935.438063207,2077937.47373236,18.79220039618284,105.58772688085972,1.43047,0.00972,2026-01-09 03:00:00,0.0288372093023255,Thấp,2.9169305582199737e-06,1.68309,6.32323,0.38777,249.05492,11.33351,7.0,1.43047,0.00972,18.79220039618284,105.58772688085973,0,5.703903512956427,8.15926285817878,0.055441942145936465
561923.364823051,2077819.574593,18.79113525380375,105.58760862208176,1.08373,0.00956,2026-01-09 03:00:00,0.0288372093023255,Thấp,7.562520239783067e-06,1.91083,9.14678,0.96007,271.62903,6.91808,5.0,1.08373,0.00956,18.79113525380375,105.58760862208177,0,5.703903512956427,6.181491354096269,0.054529317583863444
561922.950088076,2077976.05648607,18.79254945724194,105.58760959232696,1.21793,0.00967,2026-01-09 03:00:00,0.0,Thấp,2.119282785940456e-06,1.51618,6.20713,0.30137,204.68347,13.2005,6.0,1.21793,0.00967,18.79254945724194,105.58760959232697,0,5.703903512956427,6.946955205535021,0.05515674697028865
561922.408856294,2078305.42698211,18.79552612898063,105.58761478352562,0.0,0.00816,2026-01-09 03:00:00,0.1464075762500749,Thấp,3.7273298963626837e-06,1.0329,6.65299,0.32862,43.15107,25.46183,2.0,0.0,0.00816,18.79552612898063,105.58761478352562,0,5.703903512956427,0.0,0.04654385266572445
561885.643719607,2078051.19174234,18.793229598931298,105.5872579464543,0.77954,0.00901,2026-01-09 03:00:00,0.0197435897435897,Thấp,1.6122969530252552e-06,0.29234,6.4526,0.32774,122.99947,17.79357,6.0,0.77954,0.00901,18.793229598931298,105.5872579464543,0,5.703903512956427,4.446420944490053,0.051392170651737415
562008.345641423,2078377.20320857,18.79617223163492,105.58843250558286,0.0,0.00767,2026-01-09 03:00:00,0.045169946332737,Thấp,5.789093666349031e-06,0.0,0.0,0.0,0.0,26.41838,2.0,0.0,0.00767,18.796172231634916,105.58843250558286,0,5.703903512956427,0.0,0.04374893994437579
561972.817593768,2077845.42598018,18.791367406303163,105.58807868642914,1.37732,0.01073,2026-01-09 03:00:00,0.0,Thấp,5.86358530655678e-06,1.32114,8.28282,0.70614,323.81274,5.97729,5.0,1.37732,0.01073,18.791367406303163,105.58807868642914,0,5.703903512956427,7.856100386465147,0.061202884694022464
